run_id,name,group,job_type,tags,rung_long,rung,optimizer,lr,coupled_steps,final_polish,couple_qk,couple_vo,couple_updown,couple_router_to_muon,couple_mla,ns_steps,ns_coefficients,ns_gram_form,lr_prefactor,use_multi_head,attn_type,kv_lora_rank,q_lora_rank,mlp_type,moe_enabled,moe_num_experts,moe_top_k,moe_balancing_type,moe_expert_intermediate,has_mla,has_factff,seed,final_val_loss,final_train_loss,diverged,final_step,final_tokens,runtime_s,probe_router_entropy_mean,probe_load_imbalance_mean,probe_load_imbalance_max,probe_grad_norm_var_mean,probe_attn_logit_global_max,project,state,created_at,updated_at,url
iggd3aax,ladder_I_moe·adamw·lr3e-05·s2,ladder_I_moe/adamw/lr3e-05,adamw,"adamw,experts8,ladder_I_moe,moe,seed2,topk2",ladder_I_moe,I,adamw,3e-05,,,,,,,,,,,,,mha,,,swiglu,True,8,2,aux_loss,0,False,False,2,4.471837997436523,4.671600878238678,False,9536.0,4999610368.0,17282.0,1.4021970927715302,1.14617919921875,1.1873779296875,0.13537977267201828,7.5625,coupled-muon-moe-anchor-adamw,finished,2026-05-18T04:32:06Z,,https://wandb.ai/liuyc1025-university-of-cambridge/coupled-muon-moe-anchor-adamw/runs/iggd3aax
rvjoqikb,ladder_I_moe·adamw·lr3e-05·s1,ladder_I_moe/adamw/lr3e-05,adamw,"adamw,experts8,ladder_I_moe,moe,seed1,topk2",ladder_I_moe,I,adamw,3e-05,,,,,,,,,,,,,mha,,,swiglu,True,8,2,aux_loss,0,False,False,1,4.490594863891602,4.678945928812027,False,9536.0,4999610368.0,17377.0,1.4117200076580048,1.19586181640625,1.349853515625,0.1999338748789535,7.5625,coupled-muon-moe-anchor-adamw,finished,2026-05-18T03:41:33Z,,https://wandb.ai/liuyc1025-university-of-cambridge/coupled-muon-moe-anchor-adamw/runs/rvjoqikb
yqa5e1w2,ladder_I_moe·adamw·lr1e-04·s1,ladder_I_moe/adamw/lr1e-04,adamw,"adamw,experts8,ladder_I_moe,moe,seed1,topk2",ladder_I_moe,I,adamw,0.0001,,,,,,,,,,,,,mha,,,swiglu,True,8,2,aux_loss,0,False,False,1,3.668646812438965,3.870427295565605,False,9536.0,4999610368.0,17688.0,1.4474127888679504,1.14056396484375,1.2308349609375,0.16312975440805993,7.75,coupled-muon-moe-anchor-adamw,finished,2026-05-18T03:25:23Z,,https://wandb.ai/liuyc1025-university-of-cambridge/coupled-muon-moe-anchor-adamw/runs/yqa5e1w2
i12z8pai,ladder_I_moe·adamw·lr1e-04·s0,ladder_I_moe/adamw/lr1e-04,adamw,"adamw,experts8,ladder_I_moe,moe,seed0,topk2",ladder_I_moe,I,adamw,0.0001,,,,,,,,,,,,,mha,,,swiglu,True,8,2,aux_loss,0,False,False,0,3.660879850387573,3.85966494679451,False,9536.0,4999610368.0,16868.0,1.4608770608901978,1.101715087890625,1.122802734375,0.1450840365161344,7.8125,coupled-muon-moe-anchor-adamw,finished,2026-05-18T01:48:55Z,,https://wandb.ai/liuyc1025-university-of-cambridge/coupled-muon-moe-anchor-adamw/runs/i12z8pai
r3ims6qz,ladder_I_moe·adamw·lr3e-05·s0,ladder_I_moe/adamw/lr3e-05,adamw,"adamw,experts8,ladder_I_moe,moe,seed0,topk2",ladder_I_moe,I,adamw,3e-05,,,,,,,,,,,,,mha,,,swiglu,True,8,2,aux_loss,0,False,False,0,4.474861145019531,4.672326236963272,False,9536.0,4999610368.0,17264.0,1.4015755653381348,1.13201904296875,1.1761474609375,0.19950608740155934,7.6875,coupled-muon-moe-anchor-adamw,finished,2026-05-18T01:34:28Z,,https://wandb.ai/liuyc1025-university-of-cambridge/coupled-muon-moe-anchor-adamw/runs/r3ims6qz
7ras4vs2,ladder_I_moe·adamw·lr3e-05·s2,ladder_I_moe/adamw/lr3e-05,adamw,"adamw,experts8,ladder_I_moe,moe,seed2,topk2",ladder_I_moe,I,adamw,3e-05,,,,,,,,,,,,,mha,,,swiglu,True,8,2,aux_loss,0,False,False,2,,,False,,,1113.0,1.9859589636325836,1.279052734375,1.3409423828125,0.17404699837539267,7.5625,coupled-muon-moe-anchor-adamw,finished,2026-05-18T04:31:05Z,,https://wandb.ai/liuyc1025-university-of-cambridge/coupled-muon-moe-anchor-adamw/runs/7ras4vs2
f1ctx31f,ladder_I_moe·adamw·lr3e-05·s1,ladder_I_moe/adamw/lr3e-05,adamw,"adamw,experts8,ladder_I_moe,moe,seed1,topk2",ladder_I_moe,I,adamw,3e-05,,,,,,,,,,,,,mha,,,swiglu,True,8,2,aux_loss,0,False,False,1,,,False,,,1053.561056008,1.9765763580799103,1.2220458984375,1.32861328125,0.17397352751441883,7.53125,coupled-muon-moe-anchor-adamw,finished,2026-05-18T03:40:43Z,,https://wandb.ai/liuyc1025-university-of-cambridge/coupled-muon-moe-anchor-adamw/runs/f1ctx31f
ytyxngat,ladder_I_moe·adamw·lr1e-04·s0,ladder_I_moe/adamw/lr1e-04,adamw,"adamw,experts8,ladder_I_moe,moe,seed0,topk2",ladder_I_moe,I,adamw,0.0001,,,,,,,,,,,,,mha,,,swiglu,True,8,2,aux_loss,0,False,False,0,,,False,,,1120.0,1.7829443216323853,1.15814208984375,1.16796875,0.20801705629628364,7.8125,coupled-muon-moe-anchor-adamw,finished,2026-05-18T01:48:01Z,,https://wandb.ai/liuyc1025-university-of-cambridge/coupled-muon-moe-anchor-adamw/runs/ytyxngat
94fjy671,ladder_I_moe·adamw·lr3e-05·s0,ladder_I_moe/adamw/lr3e-05,adamw,"adamw,experts8,ladder_I_moe,moe,seed0,topk2",ladder_I_moe,I,adamw,3e-05,,,,,,,,,,,,,mha,,,swiglu,True,8,2,aux_loss,0,False,False,0,,,False,,,1042.070045084,1.983189046382904,1.240631103515625,1.3360595703125,0.15544865216490994,7.6875,coupled-muon-moe-anchor-adamw,finished,2026-05-18T01:33:36Z,,https://wandb.ai/liuyc1025-university-of-cambridge/coupled-muon-moe-anchor-adamw/runs/94fjy671
